projection,year,female occupation,male occupation,male_bias,female_bias,occupation_combined,reshaped_labels,color,translated_occupation,occupation
-0.137551594,1974,عاملة,عامل,0.092724367,-0.230275961,عاملة-عامل,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ,"(0.9783160322952711, 0.7757785467128027, 0.6742791234140715, 1.0)",Worker,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ
-0.12934354,1974,ممثلة,ممثل,0.1579744346931225,-0.287317975,ممثلة-ممثل,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ,"(0.9810841983852365, 0.7923875432525951, 0.6955017301038062, 1.0)",Actor,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ
-0.124448219,1974,ممرضة,ممرض,-0.04829059,-0.172738809,ممرضة-ممرض,ﺽﺮﻤﻣ-ﺔﺿﺮﻤﻣ,"(0.9838523644752019, 0.8089965397923875, 0.7167243367935409, 1.0)",Nurse,ﺽﺮﻤﻣ-ﺔﺿﺮﻤﻣ
-0.095531103,1974,مصورة,مصور,0.005171594,-0.100702697,مصورة-مصور,ﺭﻮﺼﻣ-ﺓﺭﻮﺼﻣ,"(0.9912341407151096, 0.8631295655517108, 0.7877739331026529, 1.0)",Photographer,ﺭﻮﺼﻣ-ﺓﺭﻮﺼﻣ
0.071807084,1974,صحفية,صحفي,0.2249035918423823,-0.153096508,صحفية-صحفي,ﻲﻔﺤﺻ-ﺔﻴﻔﺤﺻ,"(0.8605151864667436, 0.9174163783160324, 0.9487120338331411, 1.0)",Journalist,ﻲﻔﺤﺻ-ﺔﻴﻔﺤﺻ
0.1114340729172974,1974,سكرتيرة,سكرتير,0.1446359923136539,-0.033201919,سكرتيرة-سكرتير,ﺮﻴﺗﺮﻜﺳ-ﺓﺮﻴﺗﺮﻜﺳ,"(0.7905420991926184, 0.8832756632064592, 0.9328719723183392, 1.0)",Secretary,ﺮﻴﺗﺮﻜﺳ-ﺓﺮﻴﺗﺮﻜﺳ
-0.179876761,1975,ممرضة,ممرض,-0.041980533,0.2218572938772143,ممرضة-ممرض,ﺽﺮﻤﻣ-ﺔﺿﺮﻤﻣ,"(0.9630911188004614, 0.6844290657439446, 0.5575547866205304, 1.0)",Nurse,ﺽﺮﻤﻣ-ﺔﺿﺮﻤﻣ
-0.134893058,1975,ممثلة,ممثل,-0.12415083,0.2590438879395803,ممثلة-ممثل,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ,"(0.9797001153402538, 0.7840830449826989, 0.6848904267589389, 1.0)",Actor,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ
-0.036377307,1975,خادمة,خادم,-0.055377526,0.091754833,خادمة-خادم,ﻡﺩﺎﺧ-ﺔﻣﺩﺎﺧ,"(0.9773933102652826, 0.9277201076509035, 0.8985005767012687, 1.0)",Servant,ﻡﺩﺎﺧ-ﺔﻣﺩﺎﺧ
-0.018717209,1975,عاملة,عامل,-0.209578994,0.2282962030355483,عاملة-عامل,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ,"(0.9727797001153402, 0.9492502883506344, 0.9354094579008074, 1.0)",Worker,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ
-0.011813551,1975,مصورة,مصور,-0.130833455,0.1426470057436169,مصورة-مصور,ﺭﻮﺼﻣ-ﺓﺭﻮﺼﻣ,"(0.9718569780853518, 0.9535563244905806, 0.9427912341407151, 1.0)",Photographer,ﺭﻮﺼﻣ-ﺓﺭﻮﺼﻣ
0.02296929,1975,سكرتيرة,سكرتير,-0.044937554,-0.021968264,سكرتيرة-سكرتير,ﺮﻴﺗﺮﻜﺳ-ﺓﺮﻴﺗﺮﻜﺳ,"(0.936485966935794, 0.9534025374855825, 0.9627066512879662, 1.0)",Secretary,ﺮﻴﺗﺮﻜﺳ-ﺓﺮﻴﺗﺮﻜﺳ
0.1020775953395322,1975,صحفية,صحفي,-0.128219695,0.0261421,صحفية-صحفي,ﻲﻔﺤﺻ-ﺔﻴﻔﺤﺻ,"(0.8099192618223763, 0.8931180315263362, 0.93840830449827, 1.0)",Journalist,ﻲﻔﺤﺻ-ﺔﻴﻔﺤﺻ
-0.085879145,1976,سكرتيرة,سكرتير,0.035281578,-0.121160723,سكرتيرة-سكرتير,ﺮﻴﺗﺮﻜﺳ-ﺓﺮﻴﺗﺮﻜﺳ,"(0.9884659746251442, 0.8760476739715493, 0.809919261822376, 1.0)",Secretary,ﺮﻴﺗﺮﻜﺳ-ﺓﺮﻴﺗﺮﻜﺳ
-0.030088319,1976,ممرضة,ممرض,0.026481449,-0.056569768,ممرضة-ممرض,ﺽﺮﻤﻣ-ﺔﺿﺮﻤﻣ,"(0.9755478662053056, 0.9363321799307959, 0.9132641291810842, 1.0)",Nurse,ﺽﺮﻤﻣ-ﺔﺿﺮﻤﻣ
0.012594136,1976,الصحفية,صحفي,0.2069849029576211,-0.194390767,صحفية-صحفي,ﻲﻔﺤﺼﻟﺍ-ﺔﻴﻔﺤﺼﻟﺍ,"(0.9481737793156478, 0.9589388696655132, 0.9648596693579392, 1.0)",Journalist,ﻲﻔﺤﺻ-ﺔﻴﻔﺤﺻ
0.070005141,1976,ممثلة,ممثل,0.2211754674855741,-0.151170327,ممثلة-ممثل,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ,"(0.8663590926566707, 0.9201845444059977, 0.9497885428681276, 1.0)",Actor,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ
0.083807907,1976,عاملة,عامل,0.1992793159972491,-0.115471409,عاملة-عامل,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ,"(0.8429834678969628, 0.9091118800461362, 0.9454825067281815, 1.0)",Worker,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ
-0.254127411,1977,ممثلة,ممثل,0.094781692,-0.348909103,ممثلة-ممثل,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ,"(0.8899653979238754, 0.493194925028835, 0.3916186082276047, 1.0)",Actor,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ
-0.205949161,1977,مصورة,مصور,-0.000600866,-0.206550027,مصورة-مصور,ﺭﻮﺼﻣ-ﺓﺭﻮﺼﻣ,"(0.9499423298731257, 0.6311418685121106, 0.49757785467128013, 1.0)",Photographer,ﺭﻮﺼﻣ-ﺓﺭﻮﺼﻣ
-0.188352606,1977,خادمة,خادم,-0.003421184,-0.191773791,خادمة-خادم,ﻡﺩﺎﺧ-ﺔﻣﺩﺎﺧ,"(0.960322952710496, 0.6678200692041522, 0.5363321799307956, 1.0)",Servant,ﻡﺩﺎﺧ-ﺔﻣﺩﺎﺧ
-0.176794315,1977,راقصة,راقص,-0.037410841,-0.214205156,راقصة-راقص,ﺺﻗﺍﺭ-ﺔﺼﻗﺍﺭ,"(0.9644752018454441, 0.6927335640138407, 0.5681660899653976, 1.0)",Dancer,ﺺﻗﺍﺭ-ﺔﺼﻗﺍﺭ
-0.087163234,1977,سكرتيرة,سكرتير,-0.014335316,-0.10149855,سكرتيرة-سكرتير,ﺮﻴﺗﺮﻜﺳ-ﺓﺮﻴﺗﺮﻜﺳ,"(0.9893886966551326, 0.8717416378316032, 0.8025374855824683, 1.0)",Secretary,ﺮﻴﺗﺮﻜﺳ-ﺓﺮﻴﺗﺮﻜﺳ
-0.043861761,1977,عاملة,عامل,0.2625710066427901,-0.306432768,عاملة-عامل,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ,"(0.9792387543252595, 0.9191080353710112, 0.8837370242214533, 1.0)",Worker,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ
-0.023113321,1977,صحفية,صحفي,0.2116805956617229,-0.234793917,صحفية-صحفي,ﻲﻔﺤﺻ-ﺔﻴﻔﺤﺻ,"(0.9737024221453288, 0.9449442522106881, 0.9280276816608996, 1.0)",Journalist,ﻲﻔﺤﺻ-ﺔﻴﻔﺤﺻ
0.014728557,1977,ممرضة,ممرض,-0.102796577,-0.08806802,ممرضة-ممرض,ﺽﺮﻤﻣ-ﺔﺿﺮﻤﻣ,"(0.9481737793156478, 0.9589388696655132, 0.9648596693579392, 1.0)",Nurse,ﺽﺮﻤﻣ-ﺔﺿﺮﻤﻣ
0.2419159255559635,1977,المغنية,مغني,0.3027924864923107,-0.060876561,مغنية-مغني,ﻲﻨﻐﻤﻟﺍ-ﺔﻴﻨﻐﻤﻟﺍ,"(0.4449826989619379, 0.6918108419838525, 0.8269896193771626, 1.0)",Singer,ﻲﻨﻐﻣ-ﺔﻴﻨﻐﻣ
-0.159618815,1978,ممرضة,ممرض,-0.040825432,0.2004442473518081,ممرضة-ممرض,ﺽﺮﻤﻣ-ﺔﺿﺮﻤﻣ,"(0.9713956170703576, 0.7342560553633217, 0.6212226066897346, 1.0)",Nurse,ﺽﺮﻤﻣ-ﺔﺿﺮﻤﻣ
-0.117896968,1978,عاملة,عامل,-0.250430799,0.3683277677325948,عاملة-عامل,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ,"(0.9852364475201846, 0.8173010380622837, 0.7273356401384083, 1.0)",Worker,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ
-0.108174342,1978,ممثلة,ممثل,-0.188585421,0.2967597623409849,ممثلة-ممثل,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ,"(0.9893886966551326, 0.8422145328719722, 0.7591695501730104, 1.0)",Actor,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ
-0.096635986,1978,خادمة,خادم,-0.019949462,0.1165854475080291,خادمة-خادم,ﻡﺩﺎﺧ-ﺔﻣﺩﺎﺧ,"(0.9912341407151096, 0.8631295655517108, 0.7877739331026529, 1.0)",Servant,ﻡﺩﺎﺧ-ﺔﻣﺩﺎﺧ
-0.069621835,1978,مصورة,مصور,-0.099817399,0.1694392344432571,مصورة-مصور,ﺭﻮﺼﻣ-ﺓﺭﻮﺼﻣ,"(0.9847750865051903, 0.8932718185313341, 0.8394463667820069, 1.0)",Photographer,ﺭﻮﺼﻣ-ﺓﺭﻮﺼﻣ
-0.026560472,1978,صحفية,صحفي,-0.222860647,0.2494211185946016,صحفية-صحفي,ﻲﻔﺤﺻ-ﺔﻴﻔﺤﺻ,"(0.9746251441753172, 0.940638216070742, 0.9206459054209919, 1.0)",Journalist,ﻲﻔﺤﺻ-ﺔﻴﻔﺤﺻ
-0.026184837,1978,مغنية,مغني,0.011575851,0.037760688,مغنية-مغني,ﻲﻨﻐﻣ-ﺔﻴﻨﻐﻣ,"(0.9746251441753172, 0.940638216070742, 0.9206459054209919, 1.0)",Singer,ﻲﻨﻐﻣ-ﺔﻴﻨﻐﻣ
0.00627417,1978,راقصة,راقص,-0.143755699,0.1374815291988826,راقصة-راقص,ﺺﻗﺍﺭ-ﺔﺼﻗﺍﺭ,"(0.9598615916955018, 0.9644752018454441, 0.9670126874279124, 1.0)",Dancer,ﺺﻗﺍﺭ-ﺔﺼﻗﺍﺭ
0.025026283,1978,بائعة,بائع,-0.081361476,0.056335193,بائعة-بائع,ﻊﺋﺎﺑ-ﺔﻌﺋﺎﺑ,"(0.930642060745867, 0.9506343713956171, 0.9616301422529796, 1.0)",Seller,ﻊﺋﺎﺑ-ﺔﻌﺋﺎﺑ
0.029918583,1978,سكرتيرة,سكرتير,-0.059819588,0.029901005,سكرتيرة-سكرتير,ﺮﻴﺗﺮﻜﺳ-ﺓﺮﻴﺗﺮﻜﺳ,"(0.92479815455594, 0.9478662053056517, 0.960553633217993, 1.0)",Secretary,ﺮﻴﺗﺮﻜﺳ-ﺓﺮﻴﺗﺮﻜﺳ
-0.221092445,1979,ممثلة,ممثل,-0.006490867,0.2275833116439579,ممثلة-ممثل,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ,"(0.9314878892733564, 0.5886966551326411, 0.4649750096116877, 1.0)",Actor,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ
-0.080702283,1979,ممرضة,ممرض,0.047609491,0.1283117736630419,ممرضة-ممرض,ﺽﺮﻤﻣ-ﺔﺿﺮﻤﻣ,"(0.9875432525951557, 0.8803537101114955, 0.8173010380622837, 1.0)",Nurse,ﺽﺮﻤﻣ-ﺔﺿﺮﻤﻣ
-0.064829418,1979,خادمة,خادم,-0.035356622,0.1001860398389977,خادمة-خادم,ﻡﺩﺎﺧ-ﺔﻣﺩﺎﺧ,"(0.9838523644752019, 0.8975778546712803, 0.8468281430219147, 1.0)",Servant,ﻡﺩﺎﺧ-ﺔﻣﺩﺎﺧ
